source,target,weight
Myosin-10,Unconventional_myosin-Ie,0.9176
Unconventional_myosin-Ie,Myosin-10,0.9176
Myosin-9,Unconventional_myosin-Ie,0.9177
Unconventional_myosin-Ie,Myosin-9,0.9177
ATP-dependent_RNA_helicase_DHX30,RNA_helicase,0.9181278839815425
ATP_synthase_subunit_beta___mitochondrial,ATP_synthase_subunit_alpha___mitochondrial,0.9182626538987688
60S_acidic_ribosomal_protein_P0,P19889,0.9183874139626352
O46072,RNA_helicase,0.9185892336250332
Q9VKV0,Q9VKU8,0.9187542315504401
Splicing_factor_3B_subunit_3,DNA_damage-binding_protein_1,0.9188002926115582
P41812,Q7KVW2,0.9191011235955057
Stress-70_protein___mitochondrial,Heat_shock_protein_105_kDa,0.9191167192429022
RPL40,P15357,0.9195020746887966
RNA_cytosine_C(5)-methyltransferase_NSUN2,NOP2_nucleolar_protein,0.9198872785829307
Nucleolar_protein_58,Q95WY3,0.9201824401368301
Myosin-9,Unconventional_myosin-Ic,0.9202
Unconventional_myosin-Ic,Myosin-9,0.9202
Q9VBU2,Q9VTL5,0.9209039548022598
Myosin-10,Unconventional_myosin-Ic,0.921
Unconventional_myosin-Ic,Myosin-10,0.921
E3_ubiquitin-protein_ligase_NEDD4,E3_ubiquitin-protein_ligase_TRIP12,0.9215
P25293,Nucleosome_assembly_protein_1-like_1,0.9215781782756941
Q29QQ9,Q05636,0.9218865143699336
P32495,P39990,0.9219269102990033
Q9VXK5,Q9VDT6,0.9219380888290714
Q9VYD6,Q9VTQ1,0.9222886421861657
Nucleolar_protein_58,Q12460,0.9224629418472063
Q12277,Q05636,0.9229106628242075
RPL7,Q9VKC1,0.9231448763250883
Actin___cytoplasmic_1,Actin-related_protein_3,0.9235011146309985
Stress-70_protein___mitochondrial,Heat_shock_70_kDa_protein_4,0.9237854889589905
E3_ubiquitin-protein_ligase_TRIP12,E3_ubiquitin-protein_ligase_NEDD4,0.9240874448455676
Probable_ATP-dependent_RNA_helicase_DDX17,Probable_ATP-dependent_RNA_helicase_DDX46,0.9241
Probable_ATP-dependent_RNA_helicase_DDX46,Probable_ATP-dependent_RNA_helicase_DDX17,0.9241
RPL40,Ubiquitin-40S_ribosomal_protein_S27a,0.9241701244813278
P13060,Q9VRH6,0.9251810136765889
RPLP2,60S_acidic_ribosomal_protein_P2,0.9253208868144691
Processing_of_1___ribonuclease_P__MRP_family___(S,Q7KVW2,0.9255079006772009
Importin-4,Importin-5,0.925997425997426
116_kDa_U5_small_nuclear_ribonucleoprotein_component,Q9VRH6,0.926808327967375
Large_subunit_GTPase_1_homolog,Guanine_nucleotide-binding_protein-like_3,0.9269406392694064
26S_proteasome_regulatory_subunit_4,26S_proteasome_regulatory_subunit_7,0.9273
26S_proteasome_regulatory_subunit_7,26S_proteasome_regulatory_subunit_4,0.9273
Q9W5E4,Myb-binding_protein_1A,0.9274193548387096
Q9VKU8,Q9VKV0,0.9275461380724539
Elongation_factor_2,Q9VRH6,0.9276160503540519
Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_1,Heterogeneous_nuclear_ribonucleoprotein_U,0.9278846153846154
RPL24,Q9VGN9,0.9279513888888888
Cytoplasmic_60S_subunit_biogenesis_factor_ZNF622,Q9VX08,0.9279891304347826
Actin___aortic_smooth_muscle,Actin-related_protein_3,0.9280829992926196
60S_ribosomal_protein_L7a,P46223,0.9281894576012223
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX5,0.9288
Probable_ATP-dependent_RNA_helicase_DDX5,ATP-dependent_RNA_helicase_DDX3X,0.9288
RPL24,Probable_ribosome_biogenesis_protein_RLP24,0.9296875
Luc7-like_protein_3,Putative_RNA-binding_protein_Luc7-like_2,0.9297036526533425
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX46,0.9299
Probable_ATP-dependent_RNA_helicase_DDX46,ATP-dependent_RNA_helicase_DDX3X,0.9299
RPL7,60S_ribosomal_protein_L7-like_1,0.9302120141342756
Pre-rRNA-processing_protein_TSR1_homolog,Q9VVC9,0.9303000968054211
RPL35,Q9W499,0.9305555555555556
Heterogeneous_nuclear_ribonucleoprotein_U,Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_2,0.9310027598896045
RPS28,A8DYY3,0.9314079422382672
Q5VYS8,Q5TAX3,0.9314487632508834
Nucleolar_GTP-binding_protein_2,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9316853932584269
Q9VM69,Q95WY3,0.9317017643710871
P32495,Q9U3Z7,0.9318936877076412
Q7JXU4,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9321286910533274
Protein_FAM98A,Protein_FAM98B,0.9322033898305084
H1_histone_family___member_X,Histone_H1,0.9323394495412844
RRP12-like_protein,Q9VYA7,0.9324817518248175
Q9VP47,Q9VVC9,0.9327398615232443
RPS27A,P15357,0.9327424400417101
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Nucleolar_protein_56,0.9328087167070218
Q05636,Q29QQ9,0.9328859060402684
ATP-dependent_RNA_helicase_DDX3X,Probable_ATP-dependent_RNA_helicase_DDX17,0.9331
Probable_ATP-dependent_RNA_helicase_DDX17,ATP-dependent_RNA_helicase_DDX3X,0.9331
Lymphocyte-specific_helicase,Transcription_activator_BRG1,0.9337
Transcription_activator_BRG1,Lymphocyte-specific_helicase,0.9337
RPS15,Q7JZW2,0.9340540540540541
Q05498,rRNA-processing_protein_UTP23_homolog,0.9340782122905028
Guanine_nucleotide-binding_protein-like_3,Nucleolar_GTP-binding_protein_2,0.9344875994384652
Elongation_factor_2,P13060,0.9352871754523997
Q9VRX7,Q12090,0.9356699201419698
Q9VM69,Q12460,0.9362549800796812
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Nucleolar_protein_58,0.937046004842615
26S_proteasome_regulatory_subunit_6A,26S_proteasome_regulatory_subunit_7,0.9374
26S_proteasome_regulatory_subunit_7,26S_proteasome_regulatory_subunit_6A,0.9374
pre-rRNA_2'-O-ribose_RNA_methyltransferase_FTSJ3,Q9VDT6,0.9374575118966689
Staufen_double-stranded_RNA_binding_protein_1,RISC-loading_complex_subunit_TARBP2,0.9378427787934186
Q9VHW6,P25627,0.9379084967320261
Q9W3C2,Ribosome_biogenesis_protein_NOP53,0.9382352941176471
ATP-dependent_RNA_helicase_DDX18,Q9VD51,0.9386
Q9VD51,ATP-dependent_RNA_helicase_DDX18,0.9386
P46223,60S_ribosomal_protein_L7a,0.9389489953632149
Q12460,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.9391612522150029
RNA_cytosine_C(5)-methyltransferase_NSUN2,P40991,0.9392109500805152
RPL24,60S_ribosomal_protein_L24,0.9392361111111112
Q94518,Nascent_polypeptide-associated_complex_subunit_alpha___muscle-specific_form,0.9393326592517695
RPS27A,Ubiquitin-40S_ribosomal_protein_S27a,0.9394160583941605
26S_proteasome_regulatory_subunit_4,26S_proteasome_regulatory_subunit_8,0.9395
26S_proteasome_regulatory_subunit_8,26S_proteasome_regulatory_subunit_4,0.9395
Q29QQ9,P25359,0.9395725865880619
26S_proteasome_regulatory_subunit_4,26S_proteasome_regulatory_subunit_6A,0.9396
26S_proteasome_regulatory_subunit_6A,26S_proteasome_regulatory_subunit_4,0.9396
La-related_protein_4,La-related_protein_1,0.9397210976158344
RPL14,P55841,0.9400299850074962
Q9W394,Q8IRM9,0.9401330376940134
Q9W394,Q9W393,0.9401330376940134
Heterogeneous_nuclear_ribonucleoprotein_K,Poly(rC)-binding_protein_2,0.9408565601631543
RPL6,Q9V9W3,0.9409395973154362
A1Z909,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.9410946196660482
Ribosome_production_factor_1,Q9VKB4,0.9412955465587044
Q12277,P25359,0.94164265129683
Eukaryotic_initiation_factor_4A-I,Eukaryotic_initiation_factor_4A-III,0.9417
Eukaryotic_initiation_factor_4A-III,Eukaryotic_initiation_factor_4A-I,0.9417
Q9U3Z7,NHP2-like_protein_1,0.9417091114883984
26S_proteasome_regulatory_subunit_7,26S_proteasome_regulatory_subunit_8,0.9418
26S_proteasome_regulatory_subunit_8,26S_proteasome_regulatory_subunit_7,0.9418
Probable_ribosome_biogenesis_protein_RLP24,60S_ribosomal_protein_L24,0.9418819188191881
Q05498,Q12339,0.9418994413407821
Q9VTQ1,Q9VYD6,0.9419973833406018
Luc7-like_protein_3,Putative_RNA-binding_protein_Luc7-like_1,0.9421088904203997
E3_ubiquitin-protein_ligase_listerin,Q9VW09,0.9422382671480144
Q7JXU4,Nucleolar_GTP-binding_protein_2,0.9422653151167916
Guanine_nucleotide-binding_protein-like_3,Q7JXU4,0.9424426766495086
Nucleolar_protein_56,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.9425076452599388
Q9VV61,Q9VRH6,0.9425302301391236
Q9VRH6,Q9VV61,0.9426527958387516
Lymphocyte-specific_helicase,SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,0.9427
SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,Lymphocyte-specific_helicase,0.9427
Endoplasmic_reticulum_chaperone_BiP,Stress-70_protein___mitochondrial,0.9430364470190683
Q9VPX3,NOP2_nucleolar_protein,0.9431818181818182
40S_ribosomal_protein_S28,A8DYY3,0.943327239488117
P53256,P46948,0.9435559736594544
60S_ribosomal_protein_L24,Probable_ribosome_biogenesis_protein_RLP24,0.94362292051756
60S_ribosomal_protein_L24,Q9VGN9,0.94362292051756
Q9VGN9,60S_ribosomal_protein_L24,0.94362292051756
Q8T4A9,Q29QQ9,0.9438377535101404
Probable_dimethyladenosine_transferase,Q9VTM5,0.9439252336448598
P41819,Q9VTM5,0.9442148760330579
Ribosome_production_factor_1,Q9VBY2,0.944331983805668
Q8IRC8,Q9VTQ1,0.9443658651579444
Q12090,Q9H9L3,0.9444203213200174
Q9W237,40S_ribosomal_protein_S16,0.9444444444444444
Regulator_of_nonsense_transcripts_1,Probable_helicase_senataxin,0.9446162910590661
Q9VAB9,A8DYY3,0.945054945054945
Q9W334,A8DYY3,0.945054945054945
26S_proteasome_regulatory_subunit_6A,26S_proteasome_regulatory_subunit_8,0.9451
26S_proteasome_regulatory_subunit_8,26S_proteasome_regulatory_subunit_6A,0.9451
Q9W590,Guanine_nucleotide-binding_protein-like_3,0.9451282051282052
Q05636,Q8T4A9,0.9455630126771066
Q9VZM6,Q9VTQ1,0.9455782312925171
Heterogeneous_nuclear_ribonucleoprotein_K,Poly(rC)-binding_protein_1,0.9456152277362339
P28007,Q7KVQ0,0.9463519313304721
P15646,Q9W1V3,0.9473684210526315
Q95WY3,U4__U6_small_nuclear_ribonucleoprotein_Prp31,0.9478729778310365
Pescadillo_homolog,Q9VL96,0.9481327800829875
Nucleosome_assembly_protein_1-like_1,P25293,0.9483709273182958
Q9VAQ5,Q9VTM5,0.9487983281086729
Large_subunit_GTPase_1_homolog,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9492643328259767
Large_subunit_GTPase_1_homolog,Q7JXU4,0.9492643328259767
Q12277,Q29QQ9,0.9495677233429395
RPL7,P32100,0.9496466431095406
RPS19,P39018,0.9497422680412371
Heterogeneous_nuclear_ribonucleoprotein_H,Heterogeneous_nuclear_ribonucleoprotein_F,0.9500209995800084
P15646,rRNA_2'-O-methyltransferase_fibrillarin,0.9501385041551247
Q7K1Q7,mRNA_turnover_protein_4_homolog,0.9503105590062112
Q04373,Pumilio_homolog_3,0.9513055751587862
Q9VUC3,Q9H9L3,0.9514450867052023
Q94518,Q9VPV7,0.9514661274014156
60S_ribosomal_protein_L35,Q9W499,0.9517045454545454
Ribonuclease_P__MRP_38_subunit,P53833,0.9521276595744681
Polyadenylate-binding_protein,Polyadenylate-binding_protein_1,0.9523
Polyadenylate-binding_protein_1,Polyadenylate-binding_protein,0.9523
Q9VZM6,Q9VYD6,0.9523809523809523
Q9U3Z7,P32495,0.9524617996604414
Pre-rRNA-processing_protein_TSR1_homolog,BMS1_homolog___ribosome_assembly_protein_(Yeast),0.952565343659245
P48561,P53632,0.9527078565980168
Q8IRC8,Q9VZM6,0.9528524280999529
Q12090,RNA_exonuclease_4,0.9531046461137647
Putative_RNA-binding_protein_Luc7-like_1,Luc7-like_protein_3,0.9532775453277545
Q9W394,A8QI13,0.9534368070953437
Q9VPX3,RNA_cytosine_C(5)-methyltransferase_NSUN2,0.9536363636363636
GTP-binding_protein_4,Q9V411,0.9540513833992095
Lupus_La_protein_homolog,La-related_protein_7,0.9541322314049587
P38792,Q9W1M9,0.9544626593806922
Nucleolar_GTP-binding_protein_2,Q8MT06,0.9550561797752809
Q05636,Q12277,0.9552572706935123
Large_subunit_GTPase_1_homolog,Nucleolar_GTP-binding_protein_2,0.9553526128868595
Q7JXU4,Q8MT06,0.9554869986778316
Q9W394,Q9VY84,0.9556541019955654
Q12460,Nucleolar_protein_58,0.9556999409332546
P13060,Elongation_factor_2,0.9563555913113435
Large_subunit_GTPase_1_homolog,Q8MT06,0.9563673262303399
Q9U3Z7,P39990,0.9564233163554047
Q9VP47,BMS1_homolog___ribosome_assembly_protein_(Yeast),0.9564787339268052
rRNA_2'-O-methyltransferase_fibrillarin,Q9W1V3,0.9567099567099567
Q9TVM2,Exportin-1,0.9568162574089755
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Q9VM69,0.9570217917675545
RPL6,60S_ribosomal_protein_L6,0.9570469798657718
Q9NRN9,Q8MSW4,0.9571106094808126
RNA_exonuclease_4,Q9H9L3,0.9571651090342679
Heat_shock_cognate_71_kDa_protein,Stress-70_protein___mitochondrial,0.9574468085106383
Q7KVJ1,Q8MLS5,0.9574468085106383
Q7KVJ1,Q9W1T3,0.9574468085106383
RPS19,Q7KS38,0.9574742268041238
Probable_ATP-dependent_RNA_helicase_DDX17,Probable_ATP-dependent_RNA_helicase_DDX5,0.9575
Probable_ATP-dependent_RNA_helicase_DDX5,Probable_ATP-dependent_RNA_helicase_DDX17,0.9575
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Q95WY3,0.9576271186440678
Q9W394,A8QI32,0.9578713968957872
Serine__threonine-protein_kinase_38,Serine__threonine-protein_kinase_38-like,0.958
Serine__threonine-protein_kinase_38-like,Serine__threonine-protein_kinase_38,0.958
116_kDa_U5_small_nuclear_ribonucleoprotein_component,Q9VV61,0.9581455247907277
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Q12499,0.9582324455205811
Q12090,Q9VUC3,0.958315240990013
Heat_shock_70_kDa_protein_1B,Stress-70_protein___mitochondrial,0.9590578369712665
Q7JZ53,RPS9,0.9592391304347826
ADP__ATP_translocase_1,ADP__ATP_translocase_2,0.9594
ADP__ATP_translocase_2,ADP__ATP_translocase_1,0.9594
Interferon-related_developmental_regulator_2,Interferon-related_developmental_regulator_1,0.9598070739549839
Putative_RNA-binding_protein_Luc7-like_2,Luc7-like_protein_3,0.9601423487544484
RPL7,60S_ribosomal_protein_L7,0.9602473498233216
Q9VDZ4,P53972,0.9603547209181011
Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_1,Heterogeneous_nuclear_ribonucleoprotein_U-like_protein_2,0.9605769230769231
ATP-dependent_RNA_helicase_DDX50,Nucleolar_RNA_helicase_2,0.9606
Nucleolar_RNA_helicase_2,ATP-dependent_RNA_helicase_DDX50,0.9606
Nucleolar_protein_56,Nucleolar_protein_58,0.9608562691131498
Nucleolar_GTP-binding_protein_2,Q7JXU4,0.9608988764044943
Nascent_polypeptide-associated_complex_subunit_alpha___muscle-specific_form,Q9VPV7,0.9612565445026178
60S_ribosomal_protein_L7,Q9VKC1,0.9613615455381784
RPS15A,40S_ribosomal_protein_S15a,0.9616858237547893
Q9VFF3,Q12149,0.961768219832736
Ribosomal_RNA_processing_protein_1_homolog_B,Q9VJZ7,0.962
RPL40,RPS27A,0.962240663900415
U4__U6_small_nuclear_ribonucleoprotein_Prp31,Q12460,0.9624697336561744
Q9VPX3,P40991,0.9627272727272728
RPL5,Q9W5R8,0.9629629629629629
40S_ribosomal_protein_S15,Q7JZW2,0.9630459126539753
Ribosome_biogenesis_regulatory_protein_homolog,Q8I937,0.9631336405529954
Putative_helicase_MOV-10,Probable_helicase_senataxin,0.9631728045325779
RPS3,40S_ribosomal_protein_S3,0.9634300126103404
A8QI32,Q8IRM9,0.9634703196347032
A8QI32,Q9W393,0.9634703196347032
Endoplasmic_reticulum_chaperone_BiP,Heat_shock_70_kDa_protein_1B,0.9636736664252957
Heterogeneous_nuclear_ribonucleoprotein_F,Heterogeneous_nuclear_ribonucleoprotein_H,0.9637835534725181
Guanine_nucleotide-binding_protein-like_3,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9639681796911558
RPL14,60S_ribosomal_protein_L14,0.9640179910044977
La-related_protein_4B,La-related_protein_1,0.9642285104111051
RPL5,60S_ribosomal_protein_L5,0.9642401021711366
RPL34,60S_ribosomal_protein_L34,0.964332892998679
RPL34,Q9VBH8,0.964332892998679
RPL34,Q9VHE5,0.964332892998679
Putative_RNA-binding_protein_Luc7-like_1,Putative_RNA-binding_protein_Luc7-like_2,0.9644351464435147
RPS23,40S_ribosomal_protein_S23,0.9650224215246637
Q12460,Nucleolar_protein_56,0.965150620200827
P40991,NOP2_nucleolar_protein,0.9652007648183556
RPS15,40S_ribosomal_protein_S15,0.9654054054054054
P32100,Q9VKC1,0.9655813953488372
ATP-dependent_RNA_helicase_DHX15,ATP-dependent_RNA_helicase_DHX30,0.9656282183316169
ATP-dependent_RNA_helicase_DHX15,O46072,0.9656282183316169
Q9W590,Guanine_nucleotide-binding_protein-like_3-like_protein,0.9656410256410256
P28007,H__ACA_ribonucleoprotein_complex_subunit_1,0.9656652360515021
Q9VG21,rRNA_2'-O-methyltransferase_fibrillarin,0.9657320872274143
Q9VRX7,Q9H9L3,0.9658385093167702
Poly(rC)-binding_protein_1,Poly(rC)-binding_protein_2,0.9667891464104014
Endoplasmic_reticulum_chaperone_BiP,Heat_shock_cognate_71_kDa_protein,0.9668114892589911
Q7K1Q7,RPLP0,0.9668737060041408
60S_ribosomal_protein_L7,60S_ribosomal_protein_L7-like_1,0.9668813247470102
Polyubiquitin-B,P15357,0.9669510876096623
Q9VTM5,Q9VAQ5,0.966986155484558
Q95WY3,Nucleolar_protein_58,0.9670461354104254
mRNA_turnover_protein_4_homolog,RPLP0,0.9670563230605739
Polyubiquitin-B,Ubiquitin-40S_ribosomal_protein_S27a,0.9670712654728999
40S_ribosomal_protein_S19,P39018,0.9671484888304862
RPL23,60S_ribosomal_protein_L23,0.9671641791044776
Q8T4A9,Q12277,0.9672386895475819
RPS27A,RPL40,0.9672575599582899
RPL18A,60S_ribosomal_protein_L18a,0.9672774869109948
RPL23A,Q9W0A8,0.9674418604651163
RPL36,60S_ribosomal_protein_L36,0.9678714859437751
Q9W1V3,rRNA_2'-O-methyltransferase_fibrillarin,0.9678832116788321
Q8IRC8,Q9VYD6,0.967939651107968
Q9VTM5,Probable_dimethyladenosine_transferase,0.9680511182108626
Q9W590,Q7JXU4,0.9682051282051282
Q95WY3,Nucleolar_protein_56,0.9682444577591373
SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,Transcription_activator_BRG1,0.9683
Transcription_activator_BRG1,SWI__SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_member_5,0.9683
40S_ribosomal_protein_S16,Q9W237,0.9683544303797469
Nucleophosmin,P06748,0.968421052631579
Q12499,Q9VM69,0.968421052631579
Q9VRX7,RNA_exonuclease_4,0.9685004436557232
RPL11,60S_ribosomal_protein_L11,0.96875
LINE-1_type_transposase_domain-containing_protein_1,LINE-1_retrotransposable_element_ORF1_protein,0.9689403166869671
RPL17,60S_ribosomal_protein_L17,0.9690011481056258
Q9VXK5,pre-rRNA_2'-O-ribose_RNA_methyltransferase_FTSJ3,0.9690444145356663
Large_subunit_GTPase_1_homolog,Q9W590,0.9690512430238457
LINE-1_retrotransposable_element_ORF1_protein,LINE-1_type_transposase_domain-containing_protein_1,0.9695307739183425
Q9W590,Nucleolar_GTP-binding_protein_2,0.9697435897435898
P39990,P32495,0.9702797202797203
Q12499,Nucleolar_protein_58,0.9706371191135734
Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,0.9708222811671088
RPL21,60S_ribosomal_protein_L21,0.9708383961117861
Pre-rRNA-processing_protein_TSR1_homolog,Q9VP47,0.9709583736689255
P32100,60S_ribosomal_protein_L7-like_1,0.9711627906976744
Q9VL25,ATP-dependent_RNA_helicase_DHX30,0.97121742512641
Q8IV48,Q95RQ4,0.9712543554006968
Q29QQ9,Q12277,0.9712601326455417
Putative_ATP-dependent_RNA_helicase_DHX57,O46072,0.971525159277077
RPS25,40S_ribosomal_protein_S25,0.9715568862275449
Q9VRX7,Q9VUC3,0.9716060337178349
Q12460,Q9VM69,0.9716479621972829
Unconventional_myosin-Ib,Unconventional_myosin-Ic,0.9722
Unconventional_myosin-Ic,Unconventional_myosin-Ib,0.9722
Q9VY84,Q8IRM9,0.9723502304147466
Q9VY84,Q9W393,0.9723502304147466
Nascent_polypeptide-associated_complex_subunit_alpha___muscle-specific_form,Q94518,0.9727748691099476
Q9VL25,O46072,0.9732918449371192
A1Z9S8,Q9H5U6,0.9733333333333334
Q9H5U6,A1Z9S8,0.9733333333333334
Q9VTM5,P41819,0.9733759318423855
Unconventional_myosin-Ib,Unconventional_myosin-Ie,0.9734
Unconventional_myosin-Ie,Unconventional_myosin-Ib,0.9734
Q9VUC3,RNA_exonuclease_4,0.9734104046242774
Unconventional_myosin-Ic,Unconventional_myosin-Ie,0.9738
Unconventional_myosin-Ie,Unconventional_myosin-Ic,0.9738
Q9W590,Q8MT06,0.9738461538461538
Q95PE4,P53725,0.974025974025974
Q5TAX3,Q5VYS8,0.9741315594974131
P38979,40S_ribosomal_protein_SA,0.9742990654205608
Cyclin-dependent_kinase_12,Cyclin-dependent_kinase_13,0.9743
Cyclin-dependent_kinase_13,Cyclin-dependent_kinase_12,0.9743
ATP-dependent_RNA_helicase_DHX15,Putative_ATP-dependent_RNA_helicase_DHX57,0.9745108135942327
Q9VPV7,Nascent_polypeptide-associated_complex_subunit_alpha___muscle-specific_form,0.9745222929936306
A8QI13,Q8IRM9,0.9745370370370371
A8QI13,Q9W393,0.9745370370370371
40S_ribosomal_protein_S14,C0HKA0,0.9749216300940439
Q9VM69,Nucleolar_protein_58,0.974957313602732
40S_ribosomal_protein_S19,Q7KS38,0.9750328515111695
BMS1_homolog___ribosome_assembly_protein_(Yeast),Q9VVC9,0.9751152073732718
60S_ribosomal_protein_L14,P55841,0.9751166407465007
Q95RQ4,Q8IV48,0.9755030621172354
Nucleolar_protein_56,Q9VM69,0.9755351681957186
mRNA_turnover_protein_4_homolog,Q7K1Q7,0.975557917109458
H__ACA_ribonucleoprotein_complex_subunit_1,Q7KVQ0,0.975609756097561
Q05636,P25359,0.9761372110365399
Q9V3U2,NHP2-like_protein_1,0.976268951878708
Q9VBI0,Q06672,0.976303317535545
Nucleolar_protein_58,Q9VM69,0.9766248574686431
Q9VG21,Q9W1V3,0.9766355140186916
Q9H9L3,RNA_exonuclease_4,0.9769475357710652
P33322,O44081,0.9769526248399488
Cell_growth-regulating_nucleolar_protein,Q7K0D3,0.9773755656108597
RPS20,40S_ribosomal_protein_S20,0.9774718397997497
DNA_mismatch_repair_protein_Msh2,DNA_mismatch_repair_protein_Msh6,0.9775485436893204
Q12460,Q12499,0.9775546367395157
O75818,Ribonuclease_P_protein_subunit_p40,0.9775784753363229
RPL27,60S_ribosomal_protein_L27,0.9777777777777777
RPL35,60S_ribosomal_protein_L35,0.9777777777777777
Q9VFE6,RRP15-like_protein,0.977859778597786
Polyubiquitin-B,RPS27A,0.9782478067539959
RPS10,40S_ribosomal_protein_S10,0.9784688995215312
pre-rRNA_2'-O-ribose_RNA_methyltransferase_FTSJ3,Q9VXK5,0.9789259007477906
P19889,60S_acidic_ribosomal_protein_P0,0.9790356394129979
RPL23A,60S_ribosomal_protein_L23a,0.9790697674418605
Q9VL25,Putative_ATP-dependent_RNA_helicase_DHX57,0.9791261506547387
Phosphoribosyl_pyrophosphate_synthase-associated_protein_2,Phosphoribosyl_pyrophosphate_synthetase-associated_protein_1,0.9791332263242376
NHP2-like_protein_1,P32495,0.9792038027332145
ATP-dependent_RNA_helicase_DHX30,O46072,0.9793012524719842
A8QI32,Q9VY84,0.9794520547945206
Q9W590,Large_subunit_GTPase_1_homolog,0.9794871794871794
RPL37,60S_ribosomal_protein_L37,0.9795081967213115
Q9V3U2,P39990,0.979564930784443
Q9VUC3,P53331,0.9795761078998073
RPL18,60S_ribosomal_protein_L18,0.98
Putative_helicase_MOV-10,Regulator_of_nonsense_transcripts_1,0.9805032494584236
Q08285,Q8IPX7,0.9806034482758621
RPS6,P29327,0.9806451612903225
RPS19,40S_ribosomal_protein_S19,0.9806701030927835
P39990,NHP2-like_protein_1,0.9807692307692307
Q95WY3,Q9VM69,0.9808268424206111
RPL29,60S_ribosomal_protein_L29,0.9809358752166378
RPS21,O76927,0.9810725552050473
P48240,P46948,0.9812332439678284
Polyubiquitin-B,RPL40,0.9812522533349357
Putative_ATP-dependent_RNA_helicase_DHX57,ATP-dependent_RNA_helicase_DHX30,0.9812768170589
Q9H9L3,Q9VUC3,0.9813195548489666
Stress-70_protein___mitochondrial,Heat_shock_70_kDa_protein_1B,0.9813249211356467
Tubulin_beta-4B_chain,Tubulin_alpha-4A_chain,0.9814281977504578
RPL27A,60S_ribosomal_protein_L27a,0.9814323607427056
40S_ribosomal_protein_S5,Q9VFE4,0.9814612868047983
Tubulin_beta-5_chain,Tubulin_alpha-4A_chain,0.9816849816849816
Guanine_nucleotide-binding_protein-like_3,Q8MT06,0.9817501169864296
Interferon-related_developmental_regulator_1,Interferon-related_developmental_regulator_2,0.9819078947368421
Putative_ATP-dependent_RNA_helicase_DHX57,Q9VL25,0.9819269275776882
O44081,H__ACA_ribonucleoprotein_complex_subunit_DKC1,0.9819354838709677
Tubulin_beta-2B_chain,Tubulin_alpha-4A_chain,0.9819419000261712
Probable_rRNA-processing_protein_EBP2,Q9V9Z9,0.9820627802690582
P33322,H__ACA_ribonucleoprotein_complex_subunit_DKC1,0.9820742637644047
Nucleolar_protein_56,Q12499,0.982262996941896
Q12460,Q95WY3,0.9822799763733018
Stress-70_protein___mitochondrial,Heat_shock_cognate_71_kDa_protein,0.9823343848580441
Interleukin_enhancer-binding_factor_2,Interleukin_enhancer-binding_factor_3,0.9823874755381604
RPL12,60S_ribosomal_protein_L12,0.9823899371069182
P41819,Q9VAQ5,0.9824380165289256
RNA_exonuclease_4,P53331,0.9824766355140186
RPS7,Q9VA91,0.9825033647375505
Protein_SDA1_homolog,Q7KKH3,0.9825242718446602
Tubulin_beta-4B_chain,Tubulin_alpha-3_chain,0.9826052838085273
Q8T4A9,P25359,0.982839313572543
Tubulin_beta-5_chain,Tubulin_alpha-3_chain,0.9828623757195186
Heat_shock_70_kDa_protein_4,Stress-70_protein___mitochondrial,0.9830804350745267
Tubulin_beta-2B_chain,Tubulin_alpha-3_chain,0.9831196021983774
RPL13,60S_ribosomal_protein_L13,0.9831460674157303
60S_ribosomal_protein_L6,Q9V9W3,0.9831697054698457
RPS6,40S_ribosomal_protein_S6,0.983225806451613
Heat_shock_protein_105_kDa,Stress-70_protein___mitochondrial,0.9832613390928726
Probable_dimethyladenosine_transferase,Q9VAQ5,0.9833852544132918
Poly(rC)-binding_protein_2,Poly(rC)-binding_protein_1,0.983608914450036
RNA_exonuclease_4,Q9VUC3,0.9836448598130841
P53738,Q9VP65,0.9837587006960556
